,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,cls
36,0.0,0.0,0.968586387,0.0,0.0,0.005235602,0.0,0.015706806,0.0,0.010471204,1
37,0.0,0.002967359,0.979228487,0.0,0.0,0.0,0.0,0.011869436,0.0,0.005934718,1
38,0.0030581040000000003,0.0,0.98470948,0.0030581040000000003,0.0,0.0030581040000000003,0.0,0.006116208000000001,0.0,0.0,1
39,0.005464481,0.0,0.975409836,0.0,0.0,0.0,0.0,0.00273224,0.0,0.016393443,1
40,0.0,0.002967359,0.9881305640000001,0.0,0.0,0.0,0.0,0.0,0.0,0.008902077,1
41,0.0,0.0,0.985294118,0.0,0.0029411759999999998,0.0,0.0,0.0029411759999999998,0.0029411759999999998,0.005882353000000001,1
42,0.0,0.0,0.985074627,0.0,0.0,0.003731343,0.0,0.0,0.0,0.01119403,1
43,0.0,0.0,0.9778597790000001,0.003690037,0.0,0.0,0.0,0.003690037,0.007380074,0.007380074,1
44,0.0,0.0,0.99009901,0.0,0.0,0.0,0.0,0.00660066,0.0,0.00330033,1
45,0.002985075,0.0,0.9432835820000001,0.0,0.002985075,0.014925373,0.0,0.023880597000000003,0.0,0.011940299,1
46,0.005633803000000001,0.0,0.98028169,0.0028169009999999997,0.0,0.0028169009999999997,0.0,0.008450704,0.0,0.0,1
47,0.0021691970000000003,0.0,0.967462039,0.0,0.0,0.004338395,0.0,0.015184382,0.0021691970000000003,0.00867679,1
48,0.15021459199999998,0.0,0.030042918,0.038626609,0.017167382,0.10729613699999999,0.0,0.60944206,0.0,0.047210300000000004,2
49,0.118644068,0.00968523,0.014527845,0.021791768,0.016949153,0.259079903,0.002421308,0.544794189,0.007263923,0.004842615,2
50,0.0,0.016260163,0.0,0.008130080999999999,0.0,0.7113821140000001,0.0,0.016260163,0.24796748,0.0,0
51,0.128099174,0.0,0.0,0.064049587,0.008264463,0.113636364,0.0,0.673553719,0.012396694,0.0,2
52,0.114864865,0.0,0.010135135,0.016891892,0.013513513999999999,0.175675676,0.003378378,0.665540541,0.0,0.0,2
53,0.10983981699999999,0.004576659,0.009153318,0.022883295,0.020594966,0.14416476,0.0,0.672768879,0.016018307,0.0,2
54,0.012121212,0.03030303,0.0,0.045454545,0.012121212,0.727272727,0.012121212,0.08787878800000001,0.06969697,0.003030303,0
55,0.071910112,0.002247191,0.008988764,0.074157303,0.047191011,0.44044943799999997,0.006741573000000001,0.312359551,0.033707865,0.002247191,0
56,0.364779874,0.0,0.031446541,0.012578616,0.012578616,0.044025157,0.006289308,0.51572327,0.012578616,0.0,2
57,0.092627599,0.017013233,0.0,0.028355388,0.032136106,0.31758034,0.0,0.487712665,0.02268431,0.0018903589999999999,2
58,0.083526682,0.002320186,0.0,0.023201856,0.016241299,0.38051044100000003,0.006960556999999999,0.415313225,0.067285383,0.004640371,2
59,0.100371747,0.0,0.00929368,0.022304833,0.024163569,0.161710037,0.0,0.678438662,0.0018587360000000002,0.0018587360000000002,2
60,0.07305936099999999,0.0,0.00456621,0.047945205,0.02739726,0.317351598,0.002283105,0.493150685,0.020547945,0.01369863,2
61,0.080745342,0.008281573,0.004140787,0.026915114,0.020703934,0.157349896,0.0,0.691511387,0.008281573,0.002070393,2
62,0.068681319,0.019230768999999998,0.0,0.019230768999999998,0.005494505,0.538461538,0.008241758,0.244505495,0.096153846,0.0,0
63,0.112224449,0.006012024,0.002004008,0.016032064,0.028056112,0.21242485,0.002004008,0.613226453,0.006012024,0.002004008,2
64,0.12371134,0.002061856,0.008247423,0.016494845,0.026804124,0.154639175,0.0,0.66185567,0.0061855669999999995,0.0,2
65,0.125,0.0040322579999999995,0.0040322579999999995,0.02016129,0.022177419,0.197580645,0.0,0.622983871,0.0040322579999999995,0.0,2
66,0.113772455,0.0,0.001996008,0.011976048000000001,0.017964072,0.171656687,0.001996008,0.678642715,0.001996008,0.0,2
67,0.09635974300000001,0.014989293,0.002141328,0.017130621000000002,0.019271949,0.20770877899999998,0.002141328,0.623126338,0.017130621000000002,0.0,2
68,0.088659794,0.008247423,0.002061856,0.020618557,0.026804124,0.164948454,0.0,0.682474227,0.0061855669999999995,0.0,2
69,0.12096774199999999,0.0,0.008064515999999999,0.012096774,0.028225806000000003,0.157258065,0.0,0.665322581,0.0040322579999999995,0.0040322579999999995,2
70,0.064239829,0.006423983,0.0,0.034261242000000004,0.047109208,0.286937901,0.006423983,0.526766595,0.023554604,0.004282655,2
71,0.136082474,0.002061856,0.008247423,0.020618557,0.032989691,0.14226804099999998,0.0,0.6432989689999999,0.012371133999999999,0.002061856,2
72,0.029100529,0.023809524,0.002645503,0.111111111,0.021164021,0.552910053,0.015873016,0.187830688,0.052910053,0.002645503,0
73,0.025906736,0.0,0.0,0.041450777,0.005181347,0.647668394,0.005181347,0.170984456,0.10362694300000001,0.0,0
74,0.054441261,0.0,0.0,0.037249284,0.028653295,0.627507163,0.005730659,0.209169054,0.037249284,0.0,0
75,0.004987531,0.032418953,0.0,0.438902743,0.0,0.399002494,0.012468828000000001,0.02244389,0.08977556099999999,0.0,0
76,0.005208333,0.036458332999999996,0.0,0.3203125,0.0,0.48958333299999995,0.002604167,0.010416667,0.1328125,0.002604167,0
77,0.012861736,0.01607717,0.003215434,0.508038585,0.003215434,0.295819936,0.054662379000000004,0.073954984,0.028938907000000003,0.003215434,0
78,0.004914005,0.024570025,0.0,0.486486486,0.0,0.36609336600000003,0.029484029,0.0,0.08845208800000001,0.0,0
79,0.0,0.021097046,0.0,0.42616033799999997,0.0,0.396624473,0.023206751,0.008438819,0.122362869,0.002109705,0
80,0.01910828,0.012738853999999999,0.0,0.0063694269999999996,0.47133758,0.261146497,0.0,0.22292993600000002,0.0,0.0063694269999999996,0
81,0.02617801,0.020942408,0.005235602,0.314136126,0.020942408,0.376963351,0.047120419000000004,0.167539267,0.015706806,0.005235602,0
82,0.0,0.005464481,0.0,0.010928962,0.0,0.601092896,0.010928962,0.054644809,0.31693989100000003,0.0,0
83,0.287179487,0.0,0.071794872,0.015384615,0.092307692,0.184615385,0.0,0.333333333,0.005128205,0.01025641,2
84,0.031862745,0.009803922,0.0,0.120098039,0.00245098,0.583333333,0.007352941,0.12990196099999998,0.112745098,0.00245098,0
85,0.107744108,0.0,0.01010101,0.013468013000000001,0.026936027,0.181818182,0.0,0.63973064,0.013468013000000001,0.006734006999999999,2
86,0.164037855,0.0031545740000000003,0.0031545740000000003,0.015772871,0.034700315,0.110410095,0.0031545740000000003,0.649842271,0.015772871,0.0,2
87,0.112359551,0.0,0.011235955,0.056179775,0.02247191,0.157303371,0.011235955,0.606741573,0.011235955,0.011235955,2
88,0.032432432000000004,0.0,0.010810811000000002,0.086486486,0.005405405,0.437837838,0.0,0.394594595,0.032432432000000004,0.0,0
89,0.006960556999999999,0.0,0.983758701,0.0,0.0,0.006960556999999999,0.0,0.0,0.0,0.002320186,1
90,0.0,0.0,0.99592668,0.0,0.0,0.00203666,0.0,0.0,0.00203666,0.0,1
91,0.007109005,0.0,0.9763033179999999,0.0023696679999999997,0.0,0.0023696679999999997,0.0,0.0023696679999999997,0.0023696679999999997,0.007109005,1
92,0.002,0.0,0.992,0.002,0.0,0.0,0.0,0.002,0.002,0.0,1
93,0.0,0.0,0.981092437,0.0,0.0,0.008403361,0.0,0.00210084,0.0,0.008403361,1
94,0.004415011,0.0,0.988962472,0.0,0.0,0.0,0.002207506,0.002207506,0.0,0.002207506,1
95,0.008152174,0.0,0.980978261,0.0,0.0027173909999999996,0.0,0.0,0.0,0.0,0.008152174,1
96,0.0029069770000000003,0.0,0.994186047,0.0,0.0,0.0029069770000000003,0.0,0.0,0.0,0.0,1
97,0.0,0.0,0.9976303320000001,0.0,0.0,0.0,0.0,0.0023696679999999997,0.0,0.0,1
98,0.011337868000000001,0.0,0.959183673,0.0,0.0,0.0,0.0,0.029478458,0.0,0.0,1
99,0.002298851,0.0,0.9839080459999999,0.0,0.0,0.004597701,0.0,0.004597701,0.0,0.004597701,1
100,0.0,0.0,0.990963855,0.0,0.0,0.006024096,0.0,0.0,0.0,0.003012048,1
101,0.005333333000000001,0.0,0.962666667,0.0,0.0,0.032,0.0,0.0,0.0,0.0,1
102,0.006024096,0.0,0.9698795179999999,0.0,0.0,0.003012048,0.0,0.006024096,0.0,0.015060241,1
103,0.0,0.0,0.981308411,0.0,0.0,0.00623053,0.0,0.009345794000000001,0.0,0.003115265,1
104,0.0021321960000000003,0.0,0.991471215,0.0,0.0,0.0,0.0,0.006396588000000001,0.0,0.0,1
105,0.008230453,0.0,0.983539095,0.002057613,0.0,0.004115226,0.0,0.002057613,0.0,0.0,1
106,0.002314815,0.0,0.9861111109999999,0.0,0.0,0.0,0.0,0.0,0.0,0.011574073999999998,1
107,0.0,0.0,0.98951782,0.0,0.0,0.004192872,0.0,0.0,0.0,0.006289308,1
108,0.011299435,0.0,0.980225989,0.0,0.0,0.0,0.0,0.0,0.0,0.008474576,1
109,0.0,0.0,0.9800443459999999,0.002217295,0.0,0.00443459,0.0,0.00443459,0.002217295,0.006651885,1
110,0.0,0.0,0.9863325740000001,0.0,0.0,0.006833713000000001,0.0,0.0,0.0,0.006833713000000001,1
111,0.004950495,0.0,0.987623762,0.0,0.0,0.0,0.0,0.0024752479999999998,0.0024752479999999998,0.0024752479999999998,1
112,0.0023094689999999998,0.0,0.981524249,0.0023094689999999998,0.0,0.0023094689999999998,0.0,0.006928406,0.0,0.0046189379999999995,1
113,0.0,0.0,0.985185185,0.0,0.0,0.0,0.0,0.0037037040000000004,0.0,0.011111111000000002,1
114,0.0,0.0,0.990123457,0.0,0.0,0.0,0.0024691360000000002,0.0024691360000000002,0.0,0.0049382720000000005,1
115,0.002624672,0.002624672,0.9921259840000001,0.0,0.0,0.0,0.0,0.0,0.0,0.002624672,1
116,0.002583979,0.0,0.9844961240000001,0.0,0.0,0.005167959000000001,0.0,0.002583979,0.0,0.005167959000000001,1
117,0.0,0.0,0.9950617279999999,0.0,0.0,0.0,0.0,0.0024691360000000002,0.0,0.0024691360000000002,1
118,0.039583333,0.0,0.95625,0.0020833329999999997,0.0,0.0,0.0,0.0020833329999999997,0.0,0.0,1
119,0.0,0.0,0.987309645,0.0,0.0025380710000000003,0.0050761420000000005,0.0,0.0050761420000000005,0.0,0.0,1
120,0.004830918,0.0,0.983091787,0.0,0.0,0.002415459,0.0,0.0,0.002415459,0.007246376999999999,1
121,0.004464286,0.0,0.9910714290000001,0.002232143,0.0,0.002232143,0.0,0.0,0.0,0.0,1
122,0.0,0.0,0.984662577,0.0,0.0,0.0,0.0,0.012269938999999999,0.0,0.003067485,1
123,0.005291005,0.0,0.9841269840000001,0.0,0.0,0.007936508,0.0,0.0,0.0,0.002645503,1
124,0.0,0.0,0.995753715,0.0,0.0,0.0,0.0,0.0,0.0,0.004246285,1
125,0.012012011999999999,0.0,0.984984985,0.0,0.0,0.0,0.0,0.0,0.0,0.0030030029999999997,1
126,0.0030030029999999997,0.0,0.975975976,0.0,0.0,0.012012011999999999,0.0,0.0030030029999999997,0.0030030029999999997,0.0030030029999999997,1
127,0.001992032,0.0,0.998007968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
128,0.0,0.0,0.989429175,0.0,0.0,0.0,0.002114165,0.002114165,0.0,0.006342495,1
129,0.00530504,0.0,0.976127321,0.0,0.00530504,0.00265252,0.0,0.00265252,0.00265252,0.00530504,1
130,0.0,0.0,0.9918032790000001,0.0,0.0,0.00273224,0.0,0.00273224,0.0,0.00273224,1
131,0.009633911,0.0,0.984585742,0.0,0.0,0.0019267820000000001,0.0,0.0019267820000000001,0.0,0.0019267820000000001,1
132,0.00265252,0.0,0.99204244,0.0,0.0,0.00265252,0.0,0.00265252,0.0,0.0,1
133,0.005376344,0.0,0.967741935,0.0,0.0,0.01344086,0.0,0.008064515999999999,0.0,0.005376344,1
134,0.0,0.0,0.982,0.0,0.0,0.004,0.0,0.004,0.002,0.008,1
135,0.007614213000000001,0.0,0.984771574,0.0,0.0,0.0,0.0,0.0050761420000000005,0.0,0.0025380710000000003,1
136,0.002070393,0.0,0.99378882,0.0,0.0,0.0,0.0,0.002070393,0.0,0.002070393,1
137,0.00255102,0.0,0.992346939,0.0,0.0,0.0,0.0,0.0,0.00255102,0.00255102,1
138,0.002890173,0.0,0.988439306,0.0,0.0,0.002890173,0.0,0.002890173,0.0,0.002890173,1
139,0.002985075,0.0,0.991044776,0.0,0.0,0.0,0.0,0.0,0.0,0.005970149,1
140,0.002857143,0.0,0.9885714290000001,0.0,0.0,0.0,0.0,0.002857143,0.0,0.005714286,1
141,0.0,0.0,0.9888579390000001,0.0,0.0,0.0,0.0,0.002785515,0.002785515,0.005571031,1
142,0.0,0.0,0.987562189,0.0,0.0,0.0,0.0,0.004975124,0.002487562,0.004975124,1
143,0.00286533,0.0,0.991404011,0.0,0.0,0.0,0.0,0.0,0.0,0.005730659,1
144,0.017271157,0.0,0.96373057,0.0017271160000000001,0.0,0.006908463,0.0,0.003454231,0.0,0.006908463,1
145,0.005277045,0.0,0.970976253,0.0,0.0,0.01055409,0.002638522,0.0,0.005277045,0.005277045,1
146,0.0,0.0,0.986772487,0.0,0.0,0.002645503,0.0,0.002645503,0.002645503,0.005291005,1
147,0.002544529,0.0,0.977099237,0.002544529,0.0,0.0,0.0,0.010178116999999999,0.0,0.007633588,1
148,0.021645022000000003,0.017316017,0.0,0.034632035,0.134199134,0.5844155839999999,0.0,0.177489177,0.025974026,0.004329004,0
149,0.14432989699999998,0.0,0.00257732,0.010309278,0.015463918,0.146907216,0.0,0.664948454,0.015463918,0.0,2
150,0.044642857,0.0,0.022321429,0.049107143,0.013392857,0.620535714,0.0,0.040178571,0.20982142899999998,0.0,0
151,0.025,0.063888889,0.0,0.025,0.038888888999999996,0.5166666670000001,0.008333333,0.080555556,0.238888889,0.002777778,0
152,0.02866242,0.038216561,0.003184713,0.06687898099999999,0.025477707000000002,0.576433121,0.015923567,0.082802548,0.159235669,0.003184713,0
153,0.045945945999999994,0.032432432000000004,0.0,0.045945945999999994,0.07027027,0.44594594600000004,0.010810811000000002,0.11351351400000001,0.22972973,0.005405405,0
154,0.026785714,0.026785714,0.0,0.044642857,0.20089285699999998,0.459821429,0.004464286,0.089285714,0.14285714300000002,0.004464286,0
155,0.011904762,0.011904762,0.0,0.038690476,0.098214286,0.580357143,0.005952381,0.098214286,0.154761905,0.0,0
156,0.009287926,0.037151703,0.0,0.077399381,0.10216718300000001,0.507739938,0.015479876000000002,0.08668730699999999,0.15789473699999998,0.00619195,0
157,0.018987342,0.025316456,0.003164557,0.034810127,0.161392405,0.5348101270000001,0.003164557,0.101265823,0.10759493699999999,0.009493671,0
158,0.012383901000000001,0.018575851,0.0,0.037151703,0.148606811,0.526315789,0.021671827,0.046439628,0.188854489,0.0,0
159,0.03313253,0.012048193,0.009036145,0.045180723,0.06626506,0.59939759,0.006024096,0.126506024,0.09939759,0.003012048,0
160,0.0,0.239224138,0.0,0.004310345,0.021551723999999998,0.129310345,0.0,0.00862069,0.596982759,0.0,3
161,0.002247191,0.44044943799999997,0.0,0.006741573000000001,0.008988764,0.101123596,0.0,0.004494382,0.433707865,0.002247191,3
162,0.0,0.39565943200000003,0.0,0.003338898,0.013355593,0.075125209,0.001669449,0.006677796,0.500834725,0.003338898,3
163,0.015748031000000003,0.194225722,0.0,0.041994751,0.010498688,0.44094488200000004,0.010498688,0.060367454,0.225721785,0.0,0
164,0.004140787,0.631469979,0.0,0.008281573,0.00621118,0.089026915,0.00621118,0.00621118,0.248447205,0.0,3
165,0.005050505,0.315656566,0.0,0.0,0.065656566,0.207070707,0.0,0.02020202,0.386363636,0.0,3
166,0.024767802000000002,0.009287926,0.003095975,0.037151703,0.303405573,0.464396285,0.003095975,0.074303406,0.077399381,0.003095975,0
167,0.016293279,0.00407332,0.0,0.065173116,0.057026477,0.631364562,0.00407332,0.061099796,0.16089613,0.0,0
168,0.00621118,0.49689441,0.0,0.031055901,0.00310559,0.09472049699999999,0.010869565,0.007763975,0.34937888200000006,0.0,3
169,0.03652968,0.0456621,0.0,0.038812785,0.038812785,0.552511416,0.006849315,0.095890411,0.184931507,0.0,0
170,0.037647059,0.025882352999999997,0.0,0.054117647000000005,0.070588235,0.567058824,0.004705882,0.10823529400000001,0.129411765,0.002352941,0
171,0.009111616999999999,0.036446469,0.0,0.045558087000000004,0.066059226,0.505694761,0.009111616999999999,0.102505695,0.218678815,0.006833713000000001,0
172,0.026570048,0.08454106300000001,0.002415459,0.060386472999999996,0.15942029,0.439613527,0.007246376999999999,0.086956522,0.125603865,0.007246376999999999,0
173,0.01594533,0.013667426000000002,0.0,0.045558087000000004,0.14578587699999998,0.501138952,0.004555809,0.154897494,0.118451025,0.0,0
174,0.040229885,0.017241378999999998,0.005747126,0.037356322000000004,0.106321839,0.566091954,0.00862069,0.068965517,0.146551724,0.002873563,0
175,0.024242424,0.018181818,0.0,0.057575758,0.145454545,0.563636364,0.003030303,0.075757576,0.112121212,0.0,0
176,0.02359882,0.020648968,0.0029498529999999997,0.038348083,0.22418879100000003,0.445427729,0.0,0.132743363,0.10619469,0.005899705,0
177,0.013468013000000001,0.013468013000000001,0.0,0.03030303,0.144781145,0.461279461,0.01010101,0.060606060999999996,0.262626263,0.003367003,0
178,0.009596929,0.239923225,0.0,0.005758157,0.03646833,0.216890595,0.005758157,0.030710172999999997,0.452975048,0.0019193860000000001,3
179,0.004282655,0.30620985,0.0,0.04496788,0.010706638000000001,0.24411134899999998,0.017130621000000002,0.064239829,0.308351178,0.0,3
180,0.011560694,0.0,0.0,0.040462427999999995,0.144508671,0.534682081,0.0,0.11849711,0.14161849699999998,0.00867052,0
181,0.004819277,0.54939759,0.002409639,0.002409639,0.024096386,0.062650602,0.0,0.007228916,0.34698795200000004,0.0,3
182,0.020316027,0.002257336,0.0,0.088036117,0.065462754,0.5846501129999999,0.004514673,0.072234763,0.162528217,0.0,0
183,0.02360515,0.021459227,0.0,0.032188841,0.16952789699999998,0.560085837,0.0,0.10729613699999999,0.08369098700000001,0.0021459229999999997,0
184,0.015748031000000003,0.027559055,0.003937008,0.102362205,0.051181102,0.562992126,0.001968504,0.116141732,0.112204724,0.005905512,0
185,0.007104796,0.18827708699999998,0.0,0.058614565,0.042628774,0.397868561,0.012433393000000001,0.094138544,0.195381883,0.003552398,0
186,0.010869565,0.451086957,0.0,0.016304348,0.0,0.16847826100000002,0.032608696,0.005434783,0.315217391,0.0,3
187,0.23880597,0.0,0.006396588000000001,0.010660981000000002,0.023454158,0.068230277,0.0,0.643923241,0.0021321960000000003,0.006396588000000001,2
188,0.025362318999999998,0.010869565,0.0,0.007246376999999999,0.007246376999999999,0.710144928,0.010869565,0.076086957,0.152173913,0.0,0
189,0.004329004,0.008658009,0.0,0.010822511000000002,0.017316017,0.636363636,0.012987013,0.084415584,0.21861471899999999,0.006493506,0
190,0.01897019,0.013550136,0.0027100270000000003,0.021680217,0.021680217,0.5067750679999999,0.0,0.113821138,0.300813008,0.0,0
191,0.003012048,0.003012048,0.003012048,0.015060241,0.006024096,0.641566265,0.009036145,0.081325301,0.22590361399999997,0.012048193,0
192,0.024734982000000003,0.010600707,0.0,0.010600707,0.014134276000000001,0.590106007,0.007067138000000001,0.06360424,0.279151943,0.0,0
193,0.023376623,0.007792208,0.0,0.028571429,0.023376623,0.550649351,0.005194805,0.090909091,0.27012987,0.0,0
194,0.02173913,0.00310559,0.0,0.031055901,0.00310559,0.661490683,0.00310559,0.055900621,0.214285714,0.00621118,0
195,0.015957447,0.007978723,0.0,0.026595745,0.034574468,0.598404255,0.0053191490000000004,0.154255319,0.151595745,0.0053191490000000004,0
196,0.027548209,0.013774105,0.0,0.016528926,0.035812672000000004,0.61707989,0.0,0.08815427,0.198347107,0.0027548209999999997,0
197,0.019047619,0.004761905,0.0,0.028571429,0.016666667,0.597619048,0.004761905,0.06428571400000001,0.261904762,0.002380952,0
198,0.022123893999999998,0.024336282999999997,0.0,0.019911504,0.019911504,0.57300885,0.004424779,0.057522124,0.274336283,0.004424779,0
199,0.015283843,0.024017467,0.0,0.013100437,0.013100437,0.637554585,0.002183406,0.08951965099999999,0.205240175,0.0,0
200,0.006514658,0.0,0.0,0.006514658,0.016286645,0.563517915,0.003257329,0.055374593,0.348534202,0.0,0
201,0.047029703,0.00990099,0.0,0.034653465,0.00990099,0.472772277,0.007425743,0.22029703,0.198019802,0.0,0
202,0.028169014,0.003521127,0.0,0.024647887,0.01056338,0.598591549,0.007042254,0.10563380300000001,0.21126760600000002,0.01056338,0
203,0.03021148,0.021148036000000002,0.0,0.018126888,0.027190332,0.48942598200000004,0.003021148,0.120845921,0.287009063,0.003021148,0
204,0.052734375,0.005859375,0.001953125,0.041015625,0.0234375,0.390625,0.001953125,0.3671875,0.11328125,0.001953125,0
205,0.031598512999999995,0.011152416,0.0018587360000000002,0.024163569,0.035315985,0.50929368,0.0,0.217472119,0.165427509,0.0037174720000000003,0
206,0.014373717,0.028747433,0.0020533879999999997,0.018480493,0.018480493,0.574948665,0.0041067759999999995,0.21355236100000002,0.125256674,0.0,0
207,0.019438445,0.025917927,0.0,0.041036717,0.028077754,0.578833693,0.01511879,0.153347732,0.138228942,0.0,0
208,0.017412935,0.024875622000000003,0.0,0.039800995,0.012437811000000002,0.63681592,0.002487562,0.109452736,0.154228856,0.002487562,0
209,0.014644351000000002,0.014644351000000002,0.0041841000000000005,0.018828452,0.041841004,0.573221757,0.006276151,0.18619246899999997,0.138075314,0.00209205,0
210,0.02892562,0.016528926,0.006198347,0.033057851,0.024793388,0.520661157,0.004132231,0.21074380199999998,0.15289256199999998,0.0020661160000000002,0
211,0.017632242,0.002518892,0.0,0.022670025,0.035264484,0.496221662,0.007556675,0.173803526,0.241813602,0.002518892,0
212,0.07192575400000001,0.009280742,0.0,0.020881671,0.018561485,0.415313225,0.002320186,0.3225058,0.13921113699999998,0.0,0
213,0.030373832000000003,0.002336449,0.0,0.03271028,0.023364486,0.474299065,0.0,0.18224299100000002,0.254672897,0.0,0
214,0.019417476,0.0072815530000000005,0.0,0.04368932,0.02184466,0.470873786,0.0,0.20631068,0.23058252399999998,0.0,0
215,0.031553397999999996,0.0,0.0,0.02184466,0.019417476,0.546116505,0.009708738,0.242718447,0.12864077699999998,0.0,0
216,0.031862745,0.009803922,0.0,0.024509804,0.014705882,0.468137255,0.009803922,0.28676470600000004,0.149509804,0.004901961,0
217,0.017073171,0.034146341000000004,0.0,0.026829268,0.004878049000000001,0.629268293,0.004878049000000001,0.06585365900000001,0.21463414600000003,0.002439024,0
218,0.018823529,0.002352941,0.0,0.009411765,0.018823529,0.632941176,0.004705882,0.065882353,0.24470588199999999,0.002352941,0
219,0.034951456,0.005825243000000001,0.0,0.036893204,0.00776699,0.629126214,0.009708738,0.104854369,0.16893203899999998,0.0019417479999999999,0
220,0.015015015,0.0060060059999999995,0.0,0.033033032999999996,0.0,0.687687688,0.0030030029999999997,0.075075075,0.177177177,0.0030030029999999997,0
221,0.004662005,0.006993007,0.0,0.025641026,0.013986014,0.538461538,0.0,0.074592075,0.333333333,0.002331002,0
