z,x,y
1878,7.529886262,45.51979749
2514,7.52573289,45.69523664
1877,7.419583555,45.45834086
1979,7.39278099,45.56274799
1419,7.582523103,45.72236193
2301,7.418828755,45.59073775
3181,7.417945995,45.53838183
1818,7.516131052,45.70850953
2195,7.432441518,45.70115934
1916,7.366409479,45.4496339
1576,7.619257226,45.62811369
2102,7.452563727,45.54012802
1488,7.343869914,45.6125033
2589,7.529128025,45.61848801
1726,7.59035773,45.66669802
2704,7.440021635,45.57236561
1181,7.494825182,45.70990816
1492,7.482627715,45.50894904
562,7.50661698,45.73543734
1704,7.35836812,45.60287196
826,7.542640418,45.73037465
982,7.577442247,45.47641981
2818,7.485346202,45.60770072
2563,7.447899219,45.54771035
2592,7.457304609,45.60860183
532,7.407033662,45.73890381
2115,7.600585055,45.65363962
2526,7.374471829,45.57493843
2444,7.614482789,45.56936109
2581,7.512312053,45.60405527
3368,7.381856175,45.66623908
568,7.319182683,45.7302756
3009,7.397609611,45.51913448
2200,7.644364952,45.51410817
1603,7.637847702,45.64744627
2088,7.502295303,45.52658934
2446,7.34651844,45.40697064
2628,7.628489,45.51306603
2582,7.612408453,45.52306373
1714,7.58309846,45.49503806
2707,7.558972317,45.67836488
1580,7.643038389,45.61075137
1605,7.330894954,45.70289513
3221,7.393364078,45.51457462
1198,7.497643364,45.70202747
2156,7.345924514,45.6802524
2217,7.611432026,45.65294354
1091,7.333267866,45.71420432
1972,7.625643975,45.5564887
2534,7.47454256,45.47464412
1949,7.368909324,45.59664153
2490,7.450948472,45.64771631
3127,7.396805126,45.51466714
2484,7.579608592,45.63661662
1620,7.511376964,45.56136198
2224,7.360581767,45.5899976
2973,7.340427506,45.65987772
1607,7.491890679,45.67011606
1519,7.35164304,45.61004313
1312,7.426582558,45.44235711
2294,7.52811307,45.65272079
1654,7.620636,45.60275003
2008,7.561087731,45.54816349
2235,7.356416718,45.585661
2713,7.465668508,45.54982905
2420,7.394225279,45.64138144
1487,7.378476951,45.71727499
947,7.580300216,45.41108579
1363,7.575755972,45.48486126
854,7.428809499,45.72498599
2903,7.334241413,45.50724107
1702,7.396920118,45.71062212
1819,7.520696828,45.71173478
1481,7.337572274,45.61763286
1217,7.533416299,45.48639561
2457,7.562809512,45.68305742
2478,7.351533253,45.46398919
1931,7.350372934,45.69415905
2754,7.419525859,45.56858007
2841,7.350487203,45.51396448
947,7.396383236,45.7249928
541,7.49628585,45.73655553
2249,7.545651037,45.55283657
2694,7.354016009,45.66761382
489,7.589928655,45.74144642
815,7.525758864,45.41192303
3091,7.419504079,45.50628225
727,7.313411249,45.71875425
2660,7.558949197,45.5849138
2381,7.610495394,45.6434316
1081,7.423962512,45.71921876
1107,7.372466541,45.43682512
1997,7.439009549,45.70237836
2177,7.597657434,45.64931798
1997,7.341261359,45.59997372
1897,7.434580807,45.45479742
1468,7.625749828,45.72050173
2725,7.362326017,45.6611409
2200,7.348984057,45.63216845
1634,7.532742907,45.70843473
2384,7.403890168,45.642966
2438,7.527891808,45.6821055
757,7.599919922,45.41407217
2505,7.502506695,45.63012329
896,7.63422108,45.68234214
1228,7.328506723,45.44159696
1763,7.315658598,45.69174763
2073,7.483277186,45.56697756
2505,7.462810885,45.5452025
2910,7.34387345,45.54347537
2475,7.534644643,45.65445718
1065,7.608131105,45.44996811
1441,7.323713826,45.62920414
2264,7.42550427,45.5790761
2322,7.518568685,45.69561175
3327,7.358300724,45.54302423
1255,7.31460313,45.45692644
2002,7.623611251,45.63742428
2125,7.571195184,45.57416011
2672,7.40755695,45.68116632
1951,7.667374709,45.59086968
1334,7.660614529,45.53510376
1458,7.577101733,45.50901122
1602,7.453198315,45.70850615
886,7.530161712,45.72973173
1561,7.538233289,45.46374926
2866,7.455799115,45.5577926
2145,7.340967644,45.4591088
571,7.330194113,45.73319019
2530,7.585868873,45.58431473
2379,7.385789143,45.69340906
1469,7.326055057,45.43463722
2208,7.577985079,45.57081802
1355,7.37590275,45.46291002
2532,7.340195865,45.66955974
2399,7.34963098,45.46179566
2469,7.320857081,45.65611978
2206,7.461606986,45.53938785
1044,7.33348761,45.44061779
2294,7.497358645,45.62847184
2566,7.310452398,45.40853881
544,7.359017125,45.73010799
571,7.330251823,45.73268283
1683,7.6706084,45.5443904
2843,7.424762883,45.65133444
553,7.544217373,45.41655531
2987,7.399061618,45.66282023
1363,7.513948843,45.71901336
1886,7.390971431,45.56874803
2016,7.578944906,45.67966637
622,7.57342472,45.73882946
1310,7.600360381,45.45671491
973,7.66216088,45.64904734
1280,7.557602196,45.48836843
2313,7.349242463,45.68079999
640,7.627960715,45.73806861
1391,7.327773501,45.43621228
1970,7.661062235,45.49862014
2668,7.48320606,45.57696187
2670,7.486508909,45.60067876
2901,7.544262773,45.6622624
2764,7.306955431,45.55295448
2602,7.621964915,45.56801274
718,7.44362764,45.72633337
1434,7.606929391,45.72466676
1603,7.670019727,45.47204358
1526,7.564535092,45.49938988
1490,7.462460455,45.71106948
559,7.336477373,45.72852931
2383,7.610919432,45.55054524
2249,7.344465728,45.57433659
1182,7.642729911,45.43083373
1675,7.389930297,45.59793456
1220,7.412207322,45.71553476
2584,7.484851995,45.54507258
2288,7.598153257,45.70637374
2478,7.329189897,45.66570488
2504,7.471561077,45.5897585
697,7.652633088,45.41708319
1965,7.597934901,45.51704966
2996,7.451415372,45.56139005
2192,7.530408497,45.56336932
3290,7.364036443,45.54258061
646,7.528389958,45.41001212
2262,7.326590201,45.5452378
1281,7.523720865,45.48800138
2017,7.664989551,45.59024133
483,7.578494857,45.41963329
1708,7.345715737,45.60461852
2637,7.447705259,45.49436446
1381,7.343451385,45.44928962
496,7.533944531,45.74229067
2092,7.520513954,45.52916246
2116,7.330460405,45.5868084
1611,7.391673613,45.44214066
1255,7.331727972,45.71044622
2893,7.407958554,45.53981503
1708,7.49557797,45.565514
1878,7.326825762,45.57546627
1301,7.536793069,45.47328988
1338,7.471304796,45.42419406
1146,7.541328124,45.44014247
1496,7.444031844,45.70577837
2329,7.383228898,45.54569579
2367,7.413642902,45.58776569
1300,7.557541511,45.50469574
3187,7.373711125,45.67895182
2548,7.623759071,45.56990571
3238,7.380756629,45.65634633
1985,7.496094573,45.66658431
2432,7.429181096,45.52513693
2273,7.503586089,45.5493803
2468,7.555807073,45.66586855
2333,7.309685063,45.61668607
2389,7.469527261,45.68557027
2881,7.343918642,45.48502378
1561,7.578689317,45.55291563
2973,7.461158856,45.62437485
1371,7.620980829,45.72300708
2084,7.315079783,45.6196034
2104,7.554372179,45.55970256
2146,7.496785907,45.64732231
1740,7.618031906,45.60173134
2779,7.363561095,45.6643095
2656,7.479312942,45.63396885
1742,7.391651247,45.57585357
2393,7.50056269,45.64373711
2220,7.3381669,45.46008884
2271,7.553520866,45.56962041
2160,7.610297243,45.63672649
1624,7.656761669,45.63515707
2708,7.547035166,45.66481477
2012,7.324795959,45.56037002
1512,7.467276522,45.71074599
2367,7.415735172,45.60588378
506,7.476002343,45.73965529
1483,7.474753177,45.5230443
1591,7.651795956,45.45070751
1900,7.372522537,45.7049368
2801,7.445831984,45.5729752
1618,7.604108059,45.67443196
1971,7.430214171,45.59623533
1200,7.562557167,45.51199856
2508,7.432866496,45.56450108
2169,7.548064522,45.61842201
2220,7.363662895,45.59161824
2031,7.38668276,45.55523628
408,7.661921082,45.6878875
1810,7.449879974,45.68713238
1766,7.512060217,45.55227406
1583,7.65457195,45.46510427
516,7.551612054,45.41550632
2022,7.383200453,45.71040464
1886,7.33497721,45.69833369
642,7.442941013,45.74167038
1076,7.490813567,45.72008746
2418,7.612041562,45.50513449
2643,7.311402424,45.55259951
954,7.335861497,45.44315703
1532,7.350016396,45.60692109
2032,7.515502289,45.69128769
2036,7.430643952,45.70368373
1497,7.330675673,45.62648806
2594,7.465915289,45.60826074
2489,7.459809727,45.49808007
2911,7.514000367,45.58078822
2483,7.571029283,45.58909935
2604,7.630382527,45.57851868
746,7.415346669,45.4361172
997,7.580718261,45.47298005
386,7.667065979,45.68573629
1719,7.615970857,45.46247576
2861,7.453723262,45.61695305
1528,7.64858713,45.64189966
2010,7.515021529,45.66341769
1417,7.429415316,45.4066654
1090,7.645802383,45.69805629
1961,7.637419363,45.63884214
2192,7.547388815,45.69784415
1398,7.467164511,45.42996972
2748,7.466383213,45.54723613
3209,7.416047249,45.66147634
862,7.408129128,45.72284608
3254,7.388353616,45.67965236
2017,7.643560297,45.5996293
1285,7.567404669,45.44539356
1432,7.527749251,45.54323147
2360,7.335208377,45.54919813
3103,7.426244906,45.61777028
1607,7.662598457,45.62897256
2520,7.397985454,45.54879241
2065,7.372862913,45.6977531
1925,7.571184419,45.61506906
1971,7.505633436,45.47178021
2341,7.374078617,45.49734808
1546,7.491518987,45.67372311
2622,7.435886318,45.66452542
2189,7.310896585,45.61890341
1479,7.327777911,45.62841897
1669,7.62296467,45.71595557
652,7.666250872,45.42304736
586,7.310517808,45.72438339
2896,7.506070102,45.61890283
2615,7.387028938,45.48797879
1670,7.570901389,45.5160943
2416,7.35146208,45.68448878
2144,7.539002716,45.55528794
2306,7.497732989,45.55050119
2028,7.648027585,45.46927706
879,7.540728361,45.43217088
1621,7.562333127,45.49719041
1370,7.560159716,45.53827476
1616,7.390898896,45.59585776
2689,7.536887096,45.56653747
2567,7.552324444,45.59363517
2944,7.455224929,45.63502662
2895,7.394861125,45.65257613
1911,7.610623433,45.49319856
1011,7.604373628,45.43343973
1962,7.429137426,45.59466707
1355,7.613643447,45.47307547
2456,7.347917736,45.67073939
2486,7.56467567,45.64162673
1426,7.540430484,45.50785426
2797,7.549911107,45.63280711
1374,7.478807245,45.50963066
2307,7.308635979,45.41911453
1834,7.633732322,45.70385991
2667,7.571799796,45.63739637
1882,7.586717745,45.54269098
1522,7.34313651,45.61086039
1312,7.650102545,45.66928396
2223,7.525516251,45.68755686
1077,7.437293094,45.4137341
2155,7.618769643,45.5504985
2579,7.520678834,45.59945048
1932,7.494073631,45.46995248
1463,7.603699105,45.67701095
2110,7.54434749,45.68745844
1109,7.663686686,45.64703981
2842,7.370789454,45.66145035
2129,7.499126067,45.55356873
1500,7.42090259,45.44946186
2424,7.603557924,45.56742136
2029,7.485436751,45.66328025
2544,7.457886133,45.59106098
2454,7.532675687,45.64746964
545,7.366751452,45.73523683
2557,7.554463713,45.58251751
2879,7.514415699,45.64332437
2825,7.402987255,45.65874643
2412,7.352939826,45.48895369
1014,7.593582953,45.44982633
3166,7.374351164,45.51334914
2173,7.625837579,45.50472275
2168,7.576022915,45.65901117
1172,7.30729776,45.45310101
2426,7.355281135,45.49850197
1847,7.582254969,45.66544429
2237,7.384789948,45.62777689
1393,7.495130079,45.42683081
2657,7.557529658,45.5883032
1826,7.612089218,45.71125694
2862,7.380612533,45.50237078
2230,7.611473283,45.64080468
2449,7.645296614,45.56802533
1479,7.668865337,45.46740297
1827,7.508563827,45.693448
1885,7.636624236,45.45636798
3119,7.385638724,45.67274053
2431,7.471278245,45.56122961
2317,7.415007302,45.46636626
1074,7.515820392,45.43066186
2670,7.413610238,45.64712306
3203,7.337968275,45.5247404
2519,7.502252408,45.651219
2473,7.537961184,45.59636612
1858,7.604298433,45.71165654
776,7.653069814,45.67929176
2672,7.413916533,45.6797863
2099,7.453574719,45.66727592
1078,7.606558476,45.73111885
2852,7.366556288,45.6406825
1349,7.494117889,45.4203181
1211,7.458632591,45.71717712
2398,7.650226236,45.56138847
1336,7.366483831,45.71391407
1424,7.63339131,45.69131797
1926,7.561570561,45.56817788
1919,7.45198973,45.67473021
2251,7.405746727,45.58777719
1022,7.594515578,45.45632026
2529,7.452144092,45.58753413
414,7.62116873,45.40960666
1148,7.455661566,45.71975313
518,7.622574643,45.41553142
939,7.532716684,45.72438369
2571,7.537945948,45.65687726
2472,7.491942463,45.62169241
1627,7.636950866,45.44716
1769,7.495942296,45.52132132
2390,7.316342365,45.53395012
1515,7.612237421,45.4651417
1780,7.654539689,45.51836124
2806,7.362984256,45.65734917
1899,7.316501122,45.68826567
1848,7.334962188,45.60963146
1395,7.432740801,45.71609046
2510,7.319530649,45.41858146
1820,7.627165271,45.6604776
2305,7.629511856,45.53184537
2634,7.528770157,45.59950012
2794,7.41069575,45.52194118
1478,7.655830296,45.62670037
1662,7.564620856,45.52468313
970,7.55029196,45.42276209
1979,7.365922245,45.48338167
612,7.584875068,45.44624959
2057,7.324987193,45.64097851
2578,7.430317476,45.54249582
1725,7.587990996,45.51805937
2646,7.478574308,45.60590484
2036,7.436449117,45.47010279
2034,7.484847423,45.66811714
1008,7.635269832,45.72850786
1853,7.414681738,45.70264894
2162,7.361601033,45.45397972
1610,7.647642538,45.66507845
1236,7.556734024,45.5137572
2228,7.426768991,45.46249309
1923,7.652321209,45.59067174
2298,7.443136942,45.66560932
2814,7.52803463,45.62141664
1163,7.616846852,45.44833842
2811,7.342308318,45.5416475
2125,7.536452342,45.55704787
1618,7.328042091,45.61974079
1728,7.646070468,45.63677961
2082,7.517794893,45.69089831
974,7.483693318,45.41650902
662,7.549667681,45.40836314
552,7.41335753,45.73591675
2421,7.531306413,45.69954369
2023,7.452415628,45.5386674
1726,7.421197542,45.4559753
1185,7.347059947,45.4340253
2418,7.569135443,45.62798886
2143,7.362290369,45.47004769
1791,7.344998237,45.69644892
2528,7.313630036,45.5289279
1626,7.667102024,45.52871412
1931,7.620342803,45.61425901
2802,7.41243302,45.5078163
2510,7.548268362,45.57686123
2832,7.41590056,45.6249369
1912,7.400993164,45.40826513
2646,7.307029634,45.61369991
2451,7.522610891,45.60813039
1261,7.330337093,45.43840036
558,7.374448168,45.73005448
1944,7.514482525,45.53899539
1545,7.504559317,45.46003886
2263,7.399118323,45.5806255
2582,7.481846116,45.55180483
610,7.44908496,45.74179244
801,7.443959869,45.4261105
2067,7.55885277,45.54789706
1426,7.666561692,45.63592076
971,7.335503534,45.44523675
1730,7.514424459,45.70954565
2034,7.458002741,45.67834978
1475,7.608007211,45.45596868
470,7.587389925,45.42085492
558,7.411010351,45.73507163
1641,7.318878601,45.62660678
2194,7.54507253,45.55093138
2239,7.33513904,45.46020976
2592,7.396350253,45.64391894
2884,7.458416815,45.62892025
2581,7.535835252,45.6046349
1770,7.476943606,45.50559535
1724,7.6538157,45.46061002
2514,7.525400097,45.69580515
591,7.534643168,45.73632066
1920,7.440418295,45.46555526
1123,7.652305369,45.64991505
559,7.33659529,45.72982319
2069,7.451349213,45.456922
1370,7.659001186,45.54083308
2081,7.350089445,45.45741288
2706,7.452311958,45.47801184
2681,7.464584839,45.55676034
2575,7.333934485,45.48636182
1367,7.548503777,45.72141953
2713,7.454313578,45.63952915
2105,7.352496777,45.41961215
2431,7.615629135,45.53412724
3008,7.360840449,45.64206222
1497,7.493938879,45.68777285
1487,7.502491248,45.69433465
580,7.311520055,45.73441833
2363,7.452280262,45.54568573
2635,7.330654939,45.6490906
3405,7.361446788,45.53202353
880,7.527994946,45.42956385
714,7.627721559,45.41896278
2187,7.396713467,45.57489928
1142,7.37075577,45.71949906
2736,7.519190757,45.57462046
590,7.324224626,45.74125722
